epoch,train/loss,train/acc
1,2.694238249399031,0.502882121027264
2,2.1641020801372264,0.5560698603578029
3,2.030987340395975,0.5696559831124748
4,1.946808825483493,0.578430316308904
5,1.882794625708177,0.585265392653081
6,1.829441733206093,0.5916597837116316
7,1.7838892043052317,0.5975541475906889
8,1.7439608675694285,0.6031045398813766
9,1.7085465916915308,0.6082469000277835
10,1.6765819975115663,0.6132807686964715
11,1.6467792300351523,0.6180378972735948
12,1.6203618194556852,0.6224359167945109
13,1.595697335201672,0.6266717275889977
14,1.5735730765978522,0.6304599072273293
15,1.5529592428397134,0.6340497143133252
16,1.533293671405965,0.6376756852252274
17,1.5160947899931145,0.6406421004312479
18,1.5005460058224516,0.6435867720425691
19,1.4846799765652368,0.6468230192189217
20,1.470191796624911,0.6494619215297827
21,1.456699745116751,0.6520038836476089
22,1.4437715170989214,0.6544500380512908
23,1.4331404092627713,0.6565668675935881
24,1.4216662841404637,0.6586610475580735
25,1.4116791793000978,0.6606795779326673
26,1.4027312370897407,0.6626343874950171
27,1.3933404201345687,0.6644299705253494
28,1.3842603553869757,0.6662700222267857
29,1.3774567242066609,0.6673671677759927
30,1.3683565768334078,0.6693933235084498
31,1.3615879770001087,0.6707244391964534
32,1.3552864114612904,0.6717650362997234
33,1.3475814780812485,0.6732889753934986
34,1.342629978377203,0.6743896693765629
35,1.3365106664411774,0.6755925884541513
36,1.3308185255426839,0.6764738080282183
37,1.3246371537634538,0.6778327071983378
38,1.3218932329101385,0.678300420980153
39,1.3155080149306018,0.6796612076150901
40,1.3120648261116412,0.6802947918050808
41,1.305964237826607,0.6815505598975635
42,1.3030442542551006,0.6820496055953517
43,1.2983201563122864,0.6830017938465627
44,1.2945246910597585,0.6837281658069894
45,1.2908699551840355,0.6845032343597115
46,1.2865219912300834,0.6853790180351038
47,1.284394893879178,0.6857687417706534
48,1.2812203290530664,0.6865881279972942
49,1.2783933597477743,0.6869947634176099
50,1.2738808088617228,0.6876053960354179
51,1.2709270019206842,0.6884034161603227
52,1.2689673604484013,0.6888550487418914
53,1.2657160135535073,0.6895403494678859
54,1.2629615228972133,0.6898834905717357
55,1.2620633916383799,0.6900654421801578
56,1.2590317456482611,0.6907388896270974
57,1.256185222207458,0.6912734951620502
58,1.254091721730307,0.6916876804416365
59,1.2507101397629947,0.69245497263931
60,1.2481689326310959,0.6930252890086129
61,1.2470668796733628,0.6930081508280685
62,1.2452597453583465,0.6933755269801771
63,1.2441878163391034,0.693609421620381
64,1.2416796775908097,0.6941446311440754
65,1.2414370251138518,0.693938897478951
66,1.2388557282292258,0.6946120429315198
67,1.2385249688945799,0.6945299759612481
68,1.2372323574888564,0.69492422961236
69,1.2344757528719665,0.6955181015425872
70,1.2345997215611901,0.695302553060411
71,1.2316976311561552,0.6956712126885954
72,1.2303126849715522,0.6962554207989563
73,1.2277238382276554,0.6966234009398065
74,1.2281405904593938,0.6966180405397243
75,1.2247412663227957,0.6970660491888431
76,1.2242734015437953,0.6971029680006765
77,1.2224578868849885,0.6977238684270926
78,1.2207156813596995,0.6979592730391505
79,1.2198801384342195,0.6981428101180194
80,1.2196331825374775,0.6983059625768576
81,1.2185802036650037,0.6982117403331601
82,1.2162620193759588,0.6987695994346665
83,1.2167339610789656,0.6986380808861723
84,1.2157810178418273,0.6988722020221543
85,1.2167102545208557,0.6985850053754998
86,1.214034282400976,0.6990985468030876
87,1.2128640542140294,0.6991809912663228
88,1.213290017274078,0.6993006565357621
89,1.2111429882946982,0.6996364742761195
90,1.2107738756749573,0.699719598226689
91,1.2100916703912639,0.6998987563871809
92,1.2090115875240086,0.7000261980116691
93,1.2086296401435077,0.7000590398994962
94,1.2070562494715098,0.7004175827162582
95,1.207559447591897,0.7001338590048681
96,1.2056633759346727,0.700567220927002
97,1.2084770574876484,0.6999118931423118
98,1.207125330683836,0.7002934630298491
99,1.2085991387120545,0.6998178218957999
