epoch,train/loss,train/acc
1,4.077624347763069,0.3249559513600348
2,3.4086092255290366,0.37417254988404675
3,3.200372620543048,0.3913827724900957
4,3.058973089187361,0.40350422595178276
5,2.9472325224659386,0.41369818339936226
6,2.8537838800850324,0.42293986737849065
7,2.7721826988114793,0.4319794635955165
8,2.7005317542757754,0.44049776095516474
9,2.636933218185332,0.4488190661537347
10,2.578173011885206,0.45673600710213547
11,2.5260357280896706,0.4644012631051309
12,2.4787009916417047,0.47163433665088417
13,2.4365844526041163,0.47796341282974203
14,2.396347322205044,0.4839779960624215
15,2.3599632210841626,0.490117704609141
16,2.326793349598995,0.49547797492511353
17,2.296060760701517,0.5004906497608465
18,2.2674565477340805,0.5052699460696686
19,2.2427841760073437,0.5093824735481689
20,2.216890218861726,0.5140036174992753
21,2.194063738042323,0.5177791181515122
22,2.1716048954005216,0.5215041912262054
23,2.1524015001449417,0.5247410302323896
24,2.132878629577737,0.5284637631051309
25,2.1141734708667506,0.531521954113924
26,2.0981125893806163,0.534277881618997
27,2.0832018794086387,0.5371576511015557
28,2.0678709899507197,0.5396349435935839
29,2.0531864491738334,0.5423456901029085
30,2.0402871050343028,0.5444420581094792
31,2.0289467883370373,0.5467471570320804
32,2.0151353693593586,0.5490600314643928
33,2.004219459609624,0.5511065003261185
34,1.9938445139627017,0.5526038898685863
35,1.982908976712726,0.5547092034858441
36,1.974533771378877,0.5562962001159533
37,1.9648095528553484,0.5578810075248817
38,1.9571874396076916,0.5592705967967919
39,1.947099055464296,0.561229345830515
40,1.9375842472702676,0.5629271623466036
41,1.929414224804329,0.5643524208256836
42,1.9225296526234419,0.5653294551405933
43,1.913938695767707,0.5671834612643734
44,1.9076625760943087,0.5680694919195092
45,1.9009845456082712,0.5691213372064934
46,1.8950712327277999,0.5703032901729636
47,1.8892175572519083,0.5711401010967243
48,1.8823886969755532,0.5727964356459562
49,1.8781154882114215,0.5731356139482076
50,1.873632567156247,0.5738523574137597
51,1.8675767284278675,0.5748043666658614
52,1.8622955720359455,0.5761474161150836
53,1.8560573485360905,0.5770707767658712
54,1.8533389397526332,0.5775599544641994
55,1.848715908541888,0.5784978092690115
56,1.84536655111605,0.5788669195091313
57,1.8406902236931104,0.579682857341289
58,1.8368394591264856,0.5804167371243598
59,1.83125,0.5812352038844333
60,1.8268816733500821,0.5821570924727026
61,1.8252276790028021,0.5825348841071601
62,1.8192588051985699,0.5834518658203691
63,1.8162198642380907,0.5840734159097497
64,1.8142261631558605,0.5842335310174896
65,1.8122397091506426,0.5843956843656392
66,1.8067190972557734,0.585677624347763
67,1.802826511015557,0.586306572494927
68,1.7999079017296358,0.5867627986399652
69,1.8004659266595806,0.5866243492728767
70,1.7981381051309304,0.5870457366049859
71,1.7932582556285632,0.5878182297202629
72,1.7907155884626533,0.5882794759759397
73,1.78685395328051,0.5891311962508455
74,1.7819775763358778,0.5899225997077012
75,1.782003394047734,0.5898037778408541
76,1.7799870458498406,0.5901615645231423
77,1.7776163457822012,0.5907888518818243
78,1.7729407732631173,0.5914896291308339
79,1.7742846531065803,0.5910733373997488
80,1.771642489612523,0.5915831994637163
81,1.7695517078944825,0.5920357643250556
82,1.7690504517344672,0.5918771212798338
83,1.7667886088027829,0.5923201743525944
84,1.7632395038167938,0.5930443913663156
85,1.7624379469030824,0.5930679821117982
86,1.762710467194898,0.5930603198376655
87,1.7572131063387766,0.5940909523263117
88,1.754538029036622,0.5946815891028119
89,1.7542254988404677,0.5948137350227075
90,1.7516887199246305,0.5948902067832641
91,1.7512233971881341,0.5952057943400328
92,1.7528064305730022,0.5944039354647792
93,1.7491979901439754,0.5953423941926757
94,1.7480686539762296,0.5953263147405546
95,1.7450298639965214,0.5958427822132574
96,1.7444401331046477,0.5959622834935743
97,1.7416770340129482,0.5963207873345251
98,1.7433406911295777,0.5957965443521113
99,1.7439796417528264,0.5958450091796309
100,1.7410140774470964,0.5963682707870326
