epoch,train/loss,train/acc
1,2.95746118812981,0.43155257441809364
2,2.4317474940414816,0.4825734461366825
3,2.295277043946942,0.49691852676684867
4,2.2078938900734824,0.506307570337082
5,2.139579353944455,0.5142922946152378
6,2.0840708031382738,0.5212864227276129
7,2.0358928299763592,0.5275148329079261
8,1.993628701586282,0.5335934877678314
9,1.957273135593425,0.5387330496144772
10,1.9231951786106691,0.5441069602379061
11,1.893535248833048,0.5486693471950893
12,1.8661865843380914,0.5530915625686709
13,1.8409661131140533,0.5573792283144938
14,1.8175581000837935,0.5614006246483447
15,1.7963401595699724,0.5649871306261818
16,1.7770373062424991,0.5683395519459664
17,1.759016258847223,0.5715754969054341
18,1.742006710728714,0.5747876334478753
19,1.7265018847512636,0.5777467819773829
20,1.7124504664185862,0.5802441755028217
21,1.6987624754595967,0.5828930222547952
22,1.686216684817912,0.5849769567726684
23,1.6727977931144398,0.5875848651213558
24,1.6623921188178106,0.5895887339325256
25,1.650805607406674,0.5918589098869149
26,1.642479075759515,0.5932217625382444
27,1.6337800612393236,0.5949416659824733
28,1.6245277557091904,0.5967853279177423
29,1.616520430413921,0.5984295802111984
30,1.607123689669245,0.599901174317155
31,1.6004728781757636,0.6011654352193725
32,1.593719739539691,0.6025563221874223
33,1.5855064016343365,0.6042104600676627
34,1.5805052002714235,0.6051318193947063
35,1.5728892234728202,0.6066771026265778
36,1.567220179033259,0.6078780882271264
37,1.5614248103778436,0.6088079370848054
38,1.555622197322953,0.6101899194784999
39,1.5518194912982688,0.6106900471610406
40,1.5457631733367463,0.612095083346816
41,1.5418223709470604,0.6126651270305448
42,1.5363241735951298,0.6137512587144088
43,1.531920333338968,0.6146986903333148
44,1.528124117088814,0.6153256704691714
45,1.5241040790798648,0.6162468411399787
46,1.5214506668469716,0.6167670795773135
47,1.5180151613207022,0.6171264319762964
48,1.513585663816398,0.6181595512577485
49,1.5103857521980715,0.6187072957743418
50,1.5084116533409964,0.6190652521171758
51,1.5045555198701803,0.6198890007075364
52,1.5028358805446822,0.620340870124821
53,1.4994243720916756,0.6206872052434963
54,1.4953133263143152,0.6215686449109301
55,1.4944536575765552,0.6216959501392132
56,1.4921446561687268,0.6222371294187818
57,1.4882892773228564,0.623047596610104
58,1.4866943020383325,0.6232868881802793
59,1.4845412061442167,0.6234845621847177
60,1.4811229060667015,0.6242568453538044
61,1.4790561392663355,0.6248920509015655
62,1.4764750201032086,0.625420703407041
63,1.474738024403967,0.6257229684289071
64,1.4720594076978988,0.6260679452226807
65,1.4722178789364255,0.6260151969389998
66,1.4692399779770255,0.6266074265961223
67,1.4673330407400877,0.626929764641535
68,1.4642526617131073,0.6275416145472371
69,1.4658499008724672,0.6269924362432476
70,1.4619012503833495,0.6280471755293845
71,1.459389405790207,0.6287168297059015
72,1.459577307401603,0.6286502717857203
73,1.4581069961580535,0.6287149431435382
74,1.4565142847483659,0.6290838415480798
75,1.4544054098760484,0.629516505760505
76,1.4564927024749283,0.6287506746347011
77,1.4553405411083449,0.6290556563063705
78,1.454786646398447,0.6292174856259041
79,1.4523104201027255,0.629643660063799
80,1.4486764482158252,0.630509931769831
81,1.4481599829032172,0.6306709687331719
82,1.449366326340878,0.6301819717685753
83,1.444596342061225,0.631299420387672
84,1.444168771567181,0.6311773598027591
85,1.4414934752108723,0.6319062520374874
86,1.4417431051427991,0.6318313932429072
87,1.440515179431701,0.6320283126224001
88,1.4418090593630242,0.6314638154320198
89,1.439320608143188,0.632088909005513
90,1.436881962169746,0.6325865086944867
91,1.4368178190493899,0.6326190707608793
92,1.4369350877658997,0.632553908896847
93,1.4344581068452331,0.633279820363041
94,1.437119669027536,0.6323244274509614
95,1.4358304677708742,0.6326331822473577
96,1.4358478241446175,0.6329102427960485
97,1.4326685892497941,0.6333750540311461
98,1.4356722983823256,0.6325686995457761
99,1.4332042220360144,0.633185869557343
100,1.434272167258695,0.6325861313820141
